gisjoin,year,state,county,total_pop,urban_pop,rural_farm_pop,black_pop,white_pop,black_farm_val,white_farm_val,black_acres,white_acres,black_num_farms,white_num_farms
G0801250,1930,Colorado,Yuma,13613,0,9426,2,13577,7200,22232882,420,1347664,1,2112
G0900010,1930,Connecticut,Fairfield,386702,286648,10868,8193,378263,160000,67140504,187,142217,6,2075
G0900030,1930,Connecticut,Hartford,421097,307842,19009,8508,412450,70300,54886984,268,249347,10,3733
G0900050,1930,Connecticut,Litchfield,82556,33923,10087,739,81786,37000,25850540,334,279248,3,2171
G0900070,1930,Connecticut,Middlesex,51388,24554,4995,540,50838,11900,10377560,41,103051,4,1258
G0900090,1930,Connecticut,New Haven,463449,383017,9178,9346,453906,16000,28162940,50,149901,2,2153
G0900110,1930,Connecticut,New London,118966,61219,10784,1586,117162,7500,18016936,145,249093,3,2324
G0900130,1930,Connecticut,Tolland,28659,10937,7489,167,28489,5500,11209820,117,140010,3,1550
G0900150,1930,Connecticut,Windham,54086,23630,7837,275,53779,22500,11436926,774,187496,6,1894
G1000010,1930,Delaware,Kent,31841,6525,13610,6612,25225,1101365,16369010,23294,278712,328,2546
G1000030,1930,Delaware,New Castle,161032,114627,10418,18471,142484,404925,28478138,4970,202353,75,1764
G1000050,1930,Delaware,Sussex,45507,1994,22274,7519,37985,1122300,19466008,26492,364994,404,4590
G1200010,1930,Florida,Alachua,34365,10465,11298,15313,19048,1245017,8058440,45665,194165,986,1278
G1200030,1930,Florida,Baker,6273,0,2773,1781,4492,34950,1140859,1118,35960,36,425
G1200050,1930,Florida,Bay,12091,5402,913,3087,9000,45680,1094900,676,62361,28,188
G1200070,1930,Florida,Bradford,9405,0,4846,2730,6670,199650,2196611,3868,52755,161,760
G1200090,1930,Florida,Brevard,13283,2677,1651,4199,9062,454250,10922552,783,24825,39,594
G1200110,1930,Florida,Broward,20094,14149,810,6687,13365,234130,3068861,2254,21885,403,535
G1200130,1930,Florida,Calhoun,7298,0,3239,1361,5934,40055,1022930,2362,41248,51,528
G1200150,1930,Florida,Charlotte,4013,0,317,784,3229,6350,867720,75,7654,4,89
G1200170,1930,Florida,Citrus,5516,0,1245,1799,3717,22850,1098365,1298,22726,18,239
G1200190,1930,Florida,Clay,6859,0,2108,1767,5092,42325,2959791,1137,145216,28,424
G1200210,1930,Florida,Collier,2883,0,111,745,2016,0,319535,0,3002,0,32
G1200230,1930,Florida,Columbia,14638,4416,6949,5790,8848,523265,2075065,36226,142732,427,766
G1200250,1930,Florida,Dade,142955,125428,3082,29894,112885,117525,11979366,700,49920,70,1090
G1200270,1930,Florida,DeSoto,7745,4082,2028,1497,6247,1500,7300320,4,35648,1,519
G1200290,1930,Florida,Dixie,6419,0,682,2995,3424,4050,189485,196,11379,8,137
G1200310,1930,Florida,Duval,155503,135146,4523,53411,101999,301940,7220260,2653,41955,134,867
G1200330,1930,Florida,Escambia,53594,31579,6166,13924,39609,131550,3645463,2766,59573,91,1123
G1200350,1930,Florida,Flagler,2466,0,561,852,1613,2500,924625,45,13418,3,141
G1200370,1930,Florida,Franklin,6283,3150,37,2469,3814,0,14510,0,1022,0,5
G1200390,1930,Florida,Gadsden,29890,9412,9707,16967,12923,738090,4251841,29764,127088,639,733
G1200410,1930,Florida,Gilchrist,4137,0,2650,803,3334,12740,1398679,705,69742,7,469
G1200430,1930,Florida,Glades,2762,0,1063,816,1877,1800,474605,18,6177,1,130
G1200450,1930,Florida,Gulf,3182,0,343,1096,2086,12105,117061,579,2430,15,70
G1200470,1930,Florida,Hamilton,9454,0,5016,3779,5675,255816,1741040,18571,121918,220,574
G1200490,1930,Florida,Hardee,10348,2574,4587,931,9417,5000,7170480,59,54499,4,1059
G1200510,1930,Florida,Hendry,3492,0,1004,1327,2108,15900,7824733,139,116178,7,138
G1200530,1930,Florida,Hernando,4948,0,2082,1523,3425,239075,3265070,2206,24582,88,473
G1200550,1930,Florida,Highlands,9192,6267,771,2677,6511,1600,10105504,40,46645,1,347
G1200570,1930,Florida,Hillsborough,153519,107961,13778,28983,124360,370195,16351796,1771,96258,81,2328
G1200590,1930,Florida,Holmes,12924,0,9159,449,12475,27220,2830800,1412,114215,21,1548
G1200610,1930,Florida,Indian River,6724,0,1351,1931,4792,40600,6384275,245,46777,16,409
G1200630,1930,Florida,Jackson,31969,3372,20955,12551,19417,1781425,5577608,96875,233117,1566,2236
G1200650,1930,Florida,Jefferson,13408,0,7438,9120,4288,882612,2674925,38778,96447,873,421
G1200670,1930,Florida,Lafayette,4361,0,2597,727,3631,7600,1097585,347,69070,8,452
G1200690,1930,Florida,Lake,23161,6948,5630,6442,16717,379135,31584460,2449,124578,109,1872
G1200710,1930,Florida,Lee,14990,9082,1075,3543,11444,21300,5542215,138,15996,10,372
G1200730,1930,Florida,Leon,23476,10700,8924,13788,9681,1381957,2462438,52349,116491,1259,317
G1200750,1930,Florida,Levy,12456,0,4770,4762,7694,153976,2644842,8626,88735,188,712
G1200770,1930,Florida,Liberty,4067,0,1390,1421,2646,77925,470886,5908,35506,72,200
G1200790,1930,Florida,Madison,15614,0,9875,8203,7411,673865,2484587,35611,135244,580,848
G1200810,1930,Florida,Manatee,22502,12248,3705,6820,15680,152200,9931622,332,31943,25,886
G1200830,1930,Florida,Marion,29578,7281,11271,14513,15065,1235326,10723318,35238,169229,955,1220
G1200850,1930,Florida,Martin,5111,0,475,1984,3126,47340,1308495,337,7240,23,157
G1200870,1930,Florida,Monroe,13624,12831,179,2452,11127,96700,192900,907,951,9,34
G1200890,1930,Florida,Nassau,9375,3023,2121,3883,5486,46900,1364525,1594,65901,43,360
G1200910,1930,Florida,Okaloosa,9897,0,5029,1016,8881,105100,1904225,3412,71077,63,918
G1200930,1930,Florida,Okeechobee,4129,0,837,1200,2901,3000,751035,33,28109,4,285
G1200950,1930,Florida,Orange,49737,31016,4895,12226,37494,479895,28544908,1365,100982,56,1552
G1200970,1930,Florida,Osceola,10699,3163,1651,3056,7610,21800,3737825,107,75501,10,487
G1200990,1930,Florida,Palm Beach,51781,32550,5557,16760,34987,198200,6096489,1852,32724,188,686
G1201010,1930,Florida,Pasco,10574,0,3052,1777,8796,41850,4935725,361,36473,20,733
G1201030,1930,Florida,Pinellas,62149,51446,2280,10974,51129,62000,15793650,68,31253,2,743
G1201050,1930,Florida,Polk,72291,37391,11928,16020,56266,133180,74475712,661,317888,44,4623
G1201070,1930,Florida,Putnam,18096,6500,4002,7812,10280,447727,7300220,5903,61605,190,810
G1201090,1930,Florida,St Johns,18676,12111,1752,6689,11981,114920,3641141,792,22143,33,315
G1201110,1930,Florida,St Lucie,7057,4803,1243,1797,5187,42000,7668810,102,18911,3,391
G1201130,1930,Florida,Santa Rosa,14083,0,6392,2208,11875,73300,2677932,1868,73067,28,1123
G1201150,1930,Florida,Sarasota,12440,8398,877,2803,9634,44500,4687524,134,10747,3,251
G1201170,1930,Florida,Seminole,18735,10100,2816,8431,10302,138500,11348308,637,33834,40,740
G1201190,1930,Florida,Sumter,10644,0,4064,3217,7427,163195,2609120,4609,51153,121,678
G1201210,1930,Florida,Suwannee,15731,2734,10065,5336,10395,453455,3239635,31322,191256,394,1380
G1201230,1930,Florida,Taylor,13136,2744,2645,4995,8141,32800,1006094,857,48952,14,409
G1201250,1930,Florida,Union,7428,0,3003,2846,4582,98700,2311191,4297,64486,78,529
G1201270,1930,Florida,Volusia,42757,25993,3388,12537,30205,399500,14494776,1318,75363,49,964
G1201290,1930,Florida,Wakulla,5468,0,2046,2254,3214,115296,507299,5624,32353,126,222
G1201310,1930,Florida,Walton,14576,2636,5744,2724,11852,101570,1517396,4598,71751,109,1020
G1201330,1930,Florida,Washington,12180,0,6428,2574,9606,183480,2501350,8087,77757,160,959
G1300010,1930,Georgia,Appling,13314,0,8696,2815,10499,256125,3199773,12740,151387,191,1257
G1300030,1930,Georgia,Atkinson,6894,0,3882,1962,4932,107765,1739655,6493,114263,89,631
G1300050,1930,Georgia,Bacon,7055,0,4946,1086,5969,84077,1773522,3983,95629,50,800
G1300070,1930,Georgia,Baker,7818,0,6559,4794,3024,820940,1386371,49230,59636,758,531
G1300090,1930,Georgia,Baldwin,22878,5534,6134,10736,12141,546172,1622773,36705,61268,589,405
G1300110,1930,Georgia,Banks,9703,0,8580,963,8740,184925,2999698,7934,115220,148,1519
G1300130,1930,Georgia,Barrow,12401,3283,8373,2068,10333,363420,3106187,11731,79369,269,1592
G1300150,1930,Georgia,Bartow,25364,5250,13779,4659,20705,659292,6221518,16210,169301,375,2317
G1300170,1930,Georgia,Ben Hill,13047,6412,5416,4449,8597,559025,2186293,24761,70963,289,706
G1300190,1930,Georgia,Berrien,14646,0,10903,2352,12294,167530,4225047,8330,179125,114,1778
G1300210,1930,Georgia,Bibb,77042,53829,7271,32906,44128,658566,3938437,18122,77478,370,642
G1300230,1930,Georgia,Bleckley,9133,0,6767,3261,5872,283035,2474498,12466,99329,221,801
G1300250,1930,Georgia,Brantley,6895,0,4195,1271,5624,19375,944995,914,63526,34,655
G1300270,1930,Georgia,Brooks,21330,4149,15325,11259,10070,1385609,4238950,56784,173251,1095,1352
G1300290,1930,Georgia,Bryan,5952,0,2823,2666,3286,160062,1037973,12649,91037,152,370
G1300310,1930,Georgia,Bulloch,26509,3996,19235,10081,16427,1763781,6432473,57449,225431,996,2184
G1300330,1930,Georgia,Burke,29224,3922,21721,22698,6524,3542106,2964482,152756,124982,3036,637
G1300350,1930,Georgia,Butts,9345,0,6244,4488,4857,666844,1489295,33331,51796,608,633
G1300370,1930,Georgia,Calhoun,10576,0,7731,7431,3145,1676852,1612032,56608,53762,1227,407
G1300390,1930,Georgia,Camden,6338,0,2607,3745,2593,267720,875400,10532,92533,225,141
G1300395,1930,Georgia,Campbell,9903,0,6637,2959,6944,557035,2478243,23681,81200,362,952
G1300430,1930,Georgia,Candler,8991,0,7078,3141,5850,509920,2243630,20720,86241,344,836
G1300450,1930,Georgia,Carroll,34272,5052,24940,7617,26654,1618292,8747040,47355,218066,1080,4206
G1300470,1930,Georgia,Catoosa,9421,0,5126,436,8985,105515,2748597,3481,74336,44,930
G1300490,1930,Georgia,Charlton,4381,0,2090,1034,3347,18500,1306500,1266,152149,19,286
G1300510,1930,Georgia,Chatham,105431,85024,1978,49707,55658,235760,2395095,6067,33904,83,198
G1300530,1930,Georgia,Chattahoochee,8894,0,2007,2670,6213,154836,300345,21788,29805,172,127
G1300550,1930,Georgia,Chattooga,15407,3289,8111,1981,13426,399976,3373230,18616,123993,249,1338
G1300570,1930,Georgia,Cherokee,20003,2892,12464,972,19031,96695,4791500,3432,185043,72,2380
G1300590,1930,Georgia,Clarke,25613,18192,5145,9948,15664,1008096,2467054,21701,35966,543,498
G1300610,1930,Georgia,Clay,6943,0,5231,4533,2410,837305,971080,37849,39150,645,312
G1300630,1930,Georgia,Clayton,10260,283,7045,3250,7010,634285,3100725,16355,47396,365,845
G1300650,1930,Georgia,Clinch,7015,0,2164,3049,3966,46100,595820,2638,57226,45,295
G1300670,1930,Georgia,Cobb,35408,7638,16987,6540,28865,930835,7943663,22533,147735,536,2877
G1300690,1930,Georgia,Coffee,19739,4206,13196,5246,14492,445785,4943494,23951,244575,306,1740
G1300710,1930,Georgia,Colquitt,30622,8027,18796,7739,22883,1079899,8485702,24012,223961,434,2654
G1300730,1930,Georgia,Columbia,8793,0,7121,5536,3257,751727,1463091,41072,65158,801,452
G1300750,1930,Georgia,Cook,11311,0,7556,3077,8234,381116,2466075,13593,93493,200,1095
G1300770,1930,Georgia,Coweta,25127,6386,12949,10828,14298,1457382,3421829,74205,119760,1134,1146
G1300790,1930,Georgia,Crawford,7020,0,6138,3879,3141,539519,1763490,44250,87138,477,482
G1300810,1930,Georgia,Crisp,17343,6880,9767,8369,8974,1083827,3519306,38020,102805,605,939
G1300830,1930,Georgia,Dade,4146,0,2656,206,3940,13680,1113222,536,44784,10,476
G1300850,1930,Georgia,Dawson,3502,0,3296,42,3460,0,947582,0,71377,0,685
G1300870,1930,Georgia,Decatur,23622,6141,11352,11812,11810,784895,3887306,41469,195106,636,1108
G1300890,1930,Georgia,DeKalb,70278,38019,13426,12118,58156,1144910,9141396,19959,91459,511,1887
G1300910,1930,Georgia,Dodge,21599,3022,15516,7998,13601,1327555,4247604,50074,160400,790,1829
G1300930,1930,Georgia,Dooly,18025,0,14110,10064,7961,1906413,3524082,72572,114257,1351,1172
G1300950,1930,Georgia,Dougherty,22306,14507,4242,12816,9489,698185,6101003,26026,88104,459,237
G1300970,1930,Georgia,Douglas,9461,0,6792,2271,7190,435696,1836942,18795,71892,302,1094
G1300990,1930,Georgia,Early,18273,0,14732,9737,8536,2141161,2616642,79056,101003,1624,1295
G1301010,1930,Georgia,Echols,2744,0,1418,845,1899,15650,499575,1196,53982,17,229
G1301030,1930,Georgia,Effingham,10164,0,5576,4154,6010,205986,1861261,9271,121118,257,722
G1301050,1930,Georgia,Elbert,18485,4650,12488,7535,10949,1090225,3164715,52999,111277,997,1430
G1301070,1930,Georgia,Emanuel,24101,0,18303,9111,14990,1815766,5092530,66783,193871,1064,2032
G1301090,1930,Georgia,Evans,7102,0,4329,2606,4496,350165,1428311,13699,46754,210,487
G1301110,1930,Georgia,Fannin,12969,0,7910,72,12891,1200,2160610,15,130545,2,1470
G1301130,1930,Georgia,Fayette,8665,0,7423,2838,5827,544285,1775401,24577,62191,502,1128
G1301150,1930,Georgia,Floyd,48667,21843,15471,8615,40037,693001,6191484,28297,198298,507,2340
G1301170,1930,Georgia,Forsyth,10624,0,9923,17,10607,2792,3179569,113,117110,4,2165
G1301190,1930,Georgia,Franklin,15902,0,12693,2672,13230,466140,4403109,13794,129861,395,2236
G1301210,1930,Georgia,Fulton,318587,265680,4489,101505,217011,802125,8236104,5906,30878,185,947
G1301230,1930,Georgia,Gilmer,7344,0,6141,12,7332,2600,2083985,270,147514,4,1230
G1301250,1930,Georgia,Glascock,4388,0,3575,1324,3064,213410,947441,11922,58024,183,519
G1301270,1930,Georgia,Glynn,19400,14022,1151,8296,11101,106880,1306000,4621,43153,65,104
G1301290,1930,Georgia,Gordon,16846,0,11933,1111,15735,199040,4901382,5526,166418,99,2310
G1301310,1930,Georgia,Grady,19200,3169,13507,6627,12573,684160,5277124,28265,205988,435,1746
G1301330,1930,Georgia,Greene,12616,0,7805,6628,5988,780613,1496588,56633,86783,942,615
G1301350,1930,Georgia,Gwinnett,27853,3357,19396,3343,24509,394655,6322657,16956,215342,316,3609
G1301370,1930,Georgia,Habersham,12748,0,6914,685,12063,58300,4024921,2121,102108,31,1185
G1301390,1930,Georgia,Hall,30313,8624,14342,3390,26923,259400,4788694,12021,193213,216,2616
G1301410,1930,Georgia,Hancock,13070,0,10402,9345,3725,808464,1235421,58474,87700,1205,543
G1301430,1930,Georgia,Haralson,13263,0,9382,1313,11950,178300,3208573,9332,131093,165,1676
G1301450,1930,Georgia,Harris,11140,0,7959,7693,3447,1078035,1133376,93074,74837,1014,449
G1301470,1930,Georgia,Hart,15174,0,12912,3893,11281,817722,3645300,26469,108394,612,1981
G1301490,1930,Georgia,Heard,9102,0,8402,2369,6733,444064,2118495,30800,98116,411,1337
G1301510,1930,Georgia,Henry,15924,0,12714,7914,8010,1345854,2910826,58713,103652,1213,1341
G1301530,1930,Georgia,Houston,11280,0,8760,7628,3652,1176557,2696374,61681,99243,772,469
G1301550,1930,Georgia,Irwin,12199,0,9339,4544,7655,871135,4274735,32846,160115,471,1137
G1301570,1930,Georgia,Jackson,21609,3002,15206,4064,17543,759552,5192256,25587,145829,596,2383
G1301590,1930,Georgia,Jasper,8594,0,5545,5237,3357,790505,1634523,54179,78239,622,518
G1301610,1930,Georgia,Jeff Davis,8118,0,5552,1665,6453,158718,2303156,7631,95756,125,852
G1301630,1930,Georgia,Jefferson,20727,0,15208,12042,8685,1689193,2876098,93831,140545,1497,1083
G1301650,1930,Georgia,Jenkins,12908,2527,9871,7464,5443,1100080,2077967,43600,84566,958,709
G1301670,1930,Georgia,Johnson,12681,0,9705,4961,7720,622533,2076715,29524,89156,584,1158
G1301690,1930,Georgia,Jones,8992,0,7049,5774,3217,516208,1828516,45417,108809,472,449
G1301710,1930,Georgia,Lamar,9745,3236,5384,4473,5272,773980,2275095,30199,56815,455,465
G1301730,1930,Georgia,Lanier,5190,0,3211,1940,3250,199110,1167645,9910,70723,116,453
G1301750,1930,Georgia,Laurens,32693,6681,23250,13536,19157,1824855,6244915,82690,256837,1558,2608
G1301770,1930,Georgia,Lee,8328,0,6716,6489,1836,1153570,3151624,57702,84988,935,234
G1301790,1930,Georgia,Liberty,8153,0,5642,5532,2621,826394,1116409,33196,97510,834,273
G1301810,1930,Georgia,Lincoln,7847,0,6863,4093,3754,652229,1375646,35037,57074,777,704
G1301830,1930,Georgia,Long,4180,0,2618,1788,2392,158130,659270,9186,48055,152,316
G1301850,1930,Georgia,Lowndes,29994,13482,11933,13783,16211,1268469,4654409,39070,166188,739,1186
G1301870,1930,Georgia,Lumpkin,4927,0,3974,188,4739,17090,843329,1154,73212,18,799
G1301890,1930,Georgia,McDuffie,9014,0,6369,4572,4442,470397,1030482,30858,59035,626,567
G1301910,1930,Georgia,McIntosh,5763,0,1556,3876,1880,154600,376670,5600,29715,181,87
G1301930,1930,Georgia,Macon,16643,0,11688,11192,5451,2054503,3838538,79002,144689,1245,672
G1301950,1930,Georgia,Madison,14921,0,12659,2834,12087,479225,3725256,19035,118873,398,2203
G1301970,1930,Georgia,Marion,6968,0,5543,3915,3053,573220,1128740,49738,100150,533,561
G1301990,1930,Georgia,Meriwether,22437,3716,14240,11766,10671,1844780,3312207,101264,128032,1299,1131
G1302010,1930,Georgia,Miller,9076,0,7737,3083,5993,543140,2099017,21794,85259,434,1040
G1302015,1930,Georgia,Milton,6730,0,6352,433,6297,100467,2465751,2509,67235,69,1244
G1302050,1930,Georgia,Mitchell,23620,2762,17170,11862,11758,2124455,6123909,68154,155489,1352,1527
G1302070,1930,Georgia,Monroe,11606,0,7254,6750,4856,758956,1582709,62282,94792,763,514
G1302090,1930,Georgia,Montgomery,10020,0,7384,4467,5553,889285,1847153,29810,60483,531,757
G1302110,1930,Georgia,Morgan,12488,0,9168,7198,5289,1039573,2089690,51353,83672,1019,772
G1302130,1930,Georgia,Murray,9215,0,7774,333,8882,74314,2925033,2029,118537,47,1451
G1302150,1930,Georgia,Muscogee,57558,43131,3938,20667,36889,479330,1863640,22004,38682,317,292
G1302170,1930,Georgia,Newton,17290,6205,9223,6777,10512,1011166,2229951,44114,83599,835,951
G1302190,1930,Georgia,Oconee,8082,0,7009,2401,5681,452473,2067060,22478,69712,363,985
G1302210,1930,Georgia,Oglethorpe,12927,0,10597,6424,6503,1032493,2944631,62025,118922,933,1182
G1302230,1930,Georgia,Paulding,12327,0,10344,1124,11203,186815,2805420,9790,132772,186,2068
G1302250,1930,Georgia,Peach,10268,4560,5055,6565,3703,770019,2701671,19027,59905,492,293
G1302270,1930,Georgia,Pickens,9687,0,5448,795,8892,20250,1754170,549,100125,8,1065
G1302290,1930,Georgia,Pierce,12522,0,8719,3245,9277,330630,2778400,12152,116012,191,1057
G1302310,1930,Georgia,Pike,10853,0,8874,5401,5452,1007015,2206135,38767,70707,710,851
G1302330,1930,Georgia,Polk,25141,11388,10624,4751,20390,499884,3226456,18448,107361,374,1562
G1302350,1930,Georgia,Pulaski,9005,0,6281,5056,3949,781100,1712595,31725,72586,536,444
G1302370,1930,Georgia,Putnam,8367,0,5356,5212,3155,717121,1123715,48569,69049,632,352
G1302390,1930,Georgia,Quitman,3820,0,3031,2641,1178,404875,564845,26123,42288,326,164
G1302410,1930,Georgia,Rabun,6331,0,4199,164,6167,20800,2241232,234,50912,11,758
G1302430,1930,Georgia,Randolph,17174,3235,11872,11547,5623,2249739,2358857,91991,91067,1502,725
G1302450,1930,Georgia,Richmond,72990,60342,5744,30220,42613,580415,3078726,26956,70481,377,590
G1302470,1930,Georgia,Rockdale,7247,0,4877,2441,4806,303940,1037708,18896,47266,323,662
G1302490,1930,Georgia,Schley,5347,0,4479,3320,2027,567902,955190,31594,48698,419,339
G1302510,1930,Georgia,Screven,20503,0,16167,11621,8882,1509535,3862794,67050,167201,1561,1191
G1302530,1930,Georgia,Seminole,7389,0,5583,2898,4491,482085,2385660,18823,127976,319,633
G1302550,1930,Georgia,Spalding,23495,10321,7589,8154,15339,737514,2684876,28965,73240,517,611
G1302570,1930,Georgia,Stephens,11740,4602,6195,2087,9653,235890,2491912,7040,68525,152,1078
G1302590,1930,Georgia,Stewart,11114,0,7391,7930,3184,1208350,1499065,96080,103222,874,320
G1302610,1930,Georgia,Sumter,26800,8760,15509,17390,9410,2137388,5114686,75449,150739,1419,785
G1302630,1930,Georgia,Talbot,8458,29,5905,5828,2630,707280,1144315,54626,75396,641,361
G1302650,1930,Georgia,Taliaferro,6172,0,5010,4222,1950,477980,554420,38892,35662,626,299
G1302670,1930,Georgia,Tattnall,15411,0,10920,3328,12083,443391,4016388,17446,159709,294,1620
G1302690,1930,Georgia,Taylor,10617,0,7876,5242,5375,628878,2096589,36090,123691,579,807
G1302710,1930,Georgia,Telfair,14997,0,9835,4858,10138,565281,3203254,26402,144886,405,1288
G1302730,1930,Georgia,Terrell,18290,3827,12838,12982,5308,3696058,3146411,79502,74234,1658,670
G1302750,1930,Georgia,Thomas,32612,11733,15876,15856,16756,1365472,9480476,57029,213948,960,1455
G1302770,1930,Georgia,Tift,16068,3390,8644,4874,11194,483893,4418299,12976,109170,253,1145
G1302790,1930,Georgia,Toombs,17165,3585,10745,4890,12275,767877,4018356,23057,135039,434,1497
